#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score	ref	name
Cd4	Il22	10090.ENSMUSP00000024044	10090.ENSMUSP00000094449	0	0	0	0	0	0	0	0.876	0.876	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd4	Cxcr3	10090.ENSMUSP00000024044	10090.ENSMUSP00000052444	0	0	0	0	0.128	0.082	0	0.864	0.882	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd4	Il5	10090.ENSMUSP00000024044	10090.ENSMUSP00000043369	0	0	0	0	0	0	0	0.894	0.894	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd4	Sell	10090.ENSMUSP00000024044	10090.ENSMUSP00000027871	0	0	0	0	0.063	0.091	0	0.894	0.902	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd4	Cd5	10090.ENSMUSP00000024044	10090.ENSMUSP00000025571	0	0	0	0	0.174	0.264	0	0.856	0.905	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd4	Cd69	10090.ENSMUSP00000024044	10090.ENSMUSP00000032259	0	0	0	0	0.098	0.091	0	0.896	0.907	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd4	Itgax	10090.ENSMUSP00000024044	10090.ENSMUSP00000033053	0	0	0	0	0.083	0.086	0	0.902	0.910	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd4	Il2ra	10090.ENSMUSP00000024044	10090.ENSMUSP00000028111	0	0	0	0	0.103	0.120	0	0.896	0.911	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd4	Cd80	10090.ENSMUSP00000024044	10090.ENSMUSP00000156031	0	0	0	0	0.114	0.127	0	0.922	0.934	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd4	Il1b	10090.ENSMUSP00000024044	10090.ENSMUSP00000028881	0	0	0.226	0	0.065	0.097	0	0.911	0.934	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd4	Il17a	10090.ENSMUSP00000024044	10090.ENSMUSP00000027061	0	0	0	0	0	0.097	0	0.931	0.935	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd4	Cd86	10090.ENSMUSP00000024044	10090.ENSMUSP00000087047	0	0	0	0	0.105	0	0	0.931	0.936	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd4	Tnf	10090.ENSMUSP00000024044	10090.ENSMUSP00000025263	0	0	0	0	0.049	0	0	0.938	0.938	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd4	Il6	10090.ENSMUSP00000024044	10090.ENSMUSP00000026845	0	0	0	0	0	0.104	0	0.944	0.948	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd4	Il2	10090.ENSMUSP00000024044	10090.ENSMUSP00000029275	0	0	0	0	0.048	0.094	0	0.952	0.955	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd4	Foxp3	10090.ENSMUSP00000024044	10090.ENSMUSP00000111405	0	0	0	0	0.042	0	0	0.957	0.957	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd4	Ifng	10090.ENSMUSP00000024044	10090.ENSMUSP00000063800	0	0	0	0	0.084	0	0	0.967	0.968	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd4	Cxcr4	10090.ENSMUSP00000024044	10090.ENSMUSP00000053489	0	0	0	0	0	0.168	0	0.997	0.997	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Il4	10090.ENSMUSP00000017799	10090.ENSMUSP00000000889	0	0	0	0	0.056	0	0	0.903	0.904	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Tbx21	10090.ENSMUSP00000017799	10090.ENSMUSP00000001484	0	0	0	0	0.070	0	0	0.651	0.662	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Mapk14	10090.ENSMUSP00000017799	10090.ENSMUSP00000004990	0	0	0	0	0	0	0	0.695	0.695	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Itgae	10090.ENSMUSP00000017799	10090.ENSMUSP00000006101	0	0	0	0	0.055	0	0	0.690	0.694	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Il10	10090.ENSMUSP00000017799	10090.ENSMUSP00000016673	0	0	0	0	0.053	0	0	0.864	0.865	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Nfkbib	10090.ENSMUSP00000017799	10090.ENSMUSP00000032815	0	0	0	0	0.064	0	0	0.394	0.408	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Tyk2	10090.ENSMUSP00000017799	10090.ENSMUSP00000150354	0	0	0	0	0.097	0.042	0	0.378	0.416	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Il17f	10090.ENSMUSP00000017799	10090.ENSMUSP00000046960	0	0	0	0	0.050	0	0	0.418	0.424	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Itga4	10090.ENSMUSP00000017799	10090.ENSMUSP00000099718	0	0	0	0	0.097	0	0	0.432	0.465	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Lilrb4a	10090.ENSMUSP00000017799	10090.ENSMUSP00000077833	0	0	0	0	0.043	0.095	0	0.445	0.477	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Vegfa	10090.ENSMUSP00000017799	10090.ENSMUSP00000115883	0	0	0	0	0	0	0	0.490	0.489	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Gata3	10090.ENSMUSP00000017799	10090.ENSMUSP00000100041	0	0	0	0	0.047	0	0	0.489	0.492	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Jak2	10090.ENSMUSP00000017799	10090.ENSMUSP00000064394	0	0	0	0	0.125	0.042	0	0.447	0.496	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Il22	10090.ENSMUSP00000017799	10090.ENSMUSP00000094449	0	0	0	0	0.056	0	0	0.495	0.503	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Mmp9	10090.ENSMUSP00000017799	10090.ENSMUSP00000017881	0	0	0	0	0.044	0	0	0.507	0.509	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Mog	10090.ENSMUSP00000017799	10090.ENSMUSP00000099726	0	0	0	0	0	0	0	0.510	0.510	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Jun	10090.ENSMUSP00000017799	10090.ENSMUSP00000102711	0	0	0	0	0	0	0	0.546	0.546	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Ngf	10090.ENSMUSP00000017799	10090.ENSMUSP00000102538	0	0	0	0	0	0	0	0.554	0.554	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Stat6	10090.ENSMUSP00000017799	10090.ENSMUSP00000089708	0	0	0	0	0.074	0	0	0.540	0.555	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Il12a	10090.ENSMUSP00000017799	10090.ENSMUSP00000103446	0	0	0	0	0.168	0	0	0.519	0.582	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Cxcr3	10090.ENSMUSP00000017799	10090.ENSMUSP00000052444	0	0	0	0	0.044	0.064	0	0.609	0.619	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Havcr2	10090.ENSMUSP00000017799	10090.ENSMUSP00000020668	0	0	0	0	0.047	0	0	0.643	0.645	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Mrc1	10090.ENSMUSP00000017799	10090.ENSMUSP00000028045	0	0	0	0	0.044	0	0	0.648	0.649	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Ido2	10090.ENSMUSP00000017799	10090.ENSMUSP00000113979	0	0	0	0	0.065	0	0	0.644	0.652	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Stat3	10090.ENSMUSP00000017799	10090.ENSMUSP00000120152	0	0	0	0	0.089	0	0	0.650	0.667	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Ifnb1	10090.ENSMUSP00000017799	10090.ENSMUSP00000056720	0	0	0	0	0.087	0	0	0.653	0.669	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Trp53	10090.ENSMUSP00000017799	10090.ENSMUSP00000104298	0	0	0	0	0.054	0	0	0.667	0.671	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Il2ra	10090.ENSMUSP00000017799	10090.ENSMUSP00000028111	0	0	0	0	0.064	0	0	0.671	0.679	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Cd5	10090.ENSMUSP00000017799	10090.ENSMUSP00000025571	0	0	0	0	0.086	0	0	0.675	0.690	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Sell	10090.ENSMUSP00000017799	10090.ENSMUSP00000027871	0	0	0	0	0.080	0	0	0.691	0.703	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Ido1	10090.ENSMUSP00000017799	10090.ENSMUSP00000033956	0	0	0	0	0.089	0	0	0.698	0.713	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Cd69	10090.ENSMUSP00000017799	10090.ENSMUSP00000032259	0	0	0	0	0.144	0	0	0.740	0.767	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Nfkbia	10090.ENSMUSP00000017799	10090.ENSMUSP00000021413	0	0	0	0	0.118	0	0	0.752	0.772	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Cxcr4	10090.ENSMUSP00000017799	10090.ENSMUSP00000053489	0	0	0	0	0.082	0.064	0	0.765	0.780	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Foxp3	10090.ENSMUSP00000017799	10090.ENSMUSP00000111405	0	0	0	0	0	0	0	0.785	0.785	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Il12b	10090.ENSMUSP00000017799	10090.ENSMUSP00000125867	0	0	0	0	0.294	0	0	0.716	0.790	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Il5	10090.ENSMUSP00000017799	10090.ENSMUSP00000043369	0	0	0	0	0.058	0	0	0.796	0.799	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Vcam1	10090.ENSMUSP00000017799	10090.ENSMUSP00000029574	0	0	0	0	0.099	0.095	0	0.782	0.807	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Csf2	10090.ENSMUSP00000017799	10090.ENSMUSP00000019060	0	0	0	0	0.114	0	0	0.807	0.822	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Il17a	10090.ENSMUSP00000017799	10090.ENSMUSP00000027061	0	0	0	0	0.050	0	0	0.823	0.824	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Itgax	10090.ENSMUSP00000017799	10090.ENSMUSP00000033053	0	0	0	0	0.073	0	0	0.850	0.855	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Il6	10090.ENSMUSP00000017799	10090.ENSMUSP00000026845	0	0	0	0	0.153	0	0	0.843	0.861	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Il2	10090.ENSMUSP00000017799	10090.ENSMUSP00000029275	0	0	0	0	0.059	0	0	0.864	0.867	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Tlr4	10090.ENSMUSP00000017799	10090.ENSMUSP00000045770	0	0	0	0	0.042	0	0	0.868	0.868	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Il1b	10090.ENSMUSP00000017799	10090.ENSMUSP00000028881	0	0	0	0	0.211	0	0	0.876	0.898	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Ifng	10090.ENSMUSP00000017799	10090.ENSMUSP00000063800	0	0	0	0	0.079	0	0	0.908	0.911	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Cd86	10090.ENSMUSP00000017799	10090.ENSMUSP00000087047	0	0	0	0	0.334	0	0	0.970	0.979	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Tnf	10090.ENSMUSP00000017799	10090.ENSMUSP00000025263	0	0	0	0	0.208	0.068	0.500	0.963	0.984	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd40	Cd80	10090.ENSMUSP00000017799	10090.ENSMUSP00000156031	0	0	0	0	0.145	0.095	0	0.998	0.998	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd5	Il4	10090.ENSMUSP00000025571	10090.ENSMUSP00000000889	0	0	0	0	0.047	0	0	0.655	0.657	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd5	Tbx21	10090.ENSMUSP00000025571	10090.ENSMUSP00000001484	0	0	0	0	0.131	0	0	0.574	0.614	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd5	Itgae	10090.ENSMUSP00000025571	10090.ENSMUSP00000006101	0	0	0	0	0.102	0	0	0.500	0.532	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd5	Il10	10090.ENSMUSP00000025571	10090.ENSMUSP00000016673	0	0	0	0	0.104	0	0	0.709	0.728	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd5	Csf2	10090.ENSMUSP00000025571	10090.ENSMUSP00000019060	0	0	0	0	0	0	0	0.558	0.558	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd5	Havcr2	10090.ENSMUSP00000025571	10090.ENSMUSP00000020668	0	0	0	0	0.046	0.264	0	0.383	0.529	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd5	Tnf	10090.ENSMUSP00000025571	10090.ENSMUSP00000025263	0	0	0	0	0.110	0	0	0.618	0.646	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd5	Tlr4	10090.ENSMUSP00000025571	10090.ENSMUSP00000045770	0	0	0	0	0.050	0	0	0.399	0.404	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd5	Il22	10090.ENSMUSP00000025571	10090.ENSMUSP00000094449	0	0	0	0	0	0	0	0.410	0.410	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd5	Stat3	10090.ENSMUSP00000025571	10090.ENSMUSP00000120152	0	0	0	0	0.052	0	0	0.442	0.448	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd5	Trp53	10090.ENSMUSP00000025571	10090.ENSMUSP00000104298	0	0	0	0	0.093	0	0	0.452	0.481	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd5	Cxcr4	10090.ENSMUSP00000025571	10090.ENSMUSP00000053489	0	0	0	0	0.071	0	0	0.487	0.503	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd5	Il5	10090.ENSMUSP00000025571	10090.ENSMUSP00000043369	0	0	0	0	0	0	0	0.520	0.520	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd5	Vcam1	10090.ENSMUSP00000025571	10090.ENSMUSP00000029574	0	0	0	0	0.047	0.179	0	0.452	0.534	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd5	Cxcr3	10090.ENSMUSP00000025571	10090.ENSMUSP00000052444	0	0	0	0	0.228	0	0	0.447	0.556	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd5	Gata3	10090.ENSMUSP00000025571	10090.ENSMUSP00000100041	0	0	0	0	0.126	0	0	0.529	0.570	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd5	Il17a	10090.ENSMUSP00000025571	10090.ENSMUSP00000027061	0	0	0	0	0.092	0	0	0.601	0.622	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd5	Itga4	10090.ENSMUSP00000025571	10090.ENSMUSP00000099718	0	0	0	0	0.065	0	0	0.664	0.673	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd5	Il2	10090.ENSMUSP00000025571	10090.ENSMUSP00000029275	0	0	0	0	0.092	0	0	0.692	0.708	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd5	Sell	10090.ENSMUSP00000025571	10090.ENSMUSP00000027871	0	0	0	0	0.102	0.046	0	0.690	0.711	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd5	Foxp3	10090.ENSMUSP00000025571	10090.ENSMUSP00000111405	0	0	0	0	0.089	0	0	0.702	0.717	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd5	Itgax	10090.ENSMUSP00000025571	10090.ENSMUSP00000033053	0	0	0	0	0.077	0	0	0.712	0.723	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd5	Ifng	10090.ENSMUSP00000025571	10090.ENSMUSP00000063800	0	0	0	0	0.143	0	0	0.694	0.727	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd5	Cd86	10090.ENSMUSP00000025571	10090.ENSMUSP00000087047	0	0	0.244	0	0.102	0	0	0.684	0.767	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd5	Cd80	10090.ENSMUSP00000025571	10090.ENSMUSP00000156031	0	0	0	0	0.047	0.179	0	0.744	0.782	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd5	Il2ra	10090.ENSMUSP00000025571	10090.ENSMUSP00000028111	0	0	0	0	0.142	0	0	0.789	0.811	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd5	Il6	10090.ENSMUSP00000025571	10090.ENSMUSP00000026845	0	0	0	0	0	0	0	0.825	0.825	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd5	Cd69	10090.ENSMUSP00000025571	10090.ENSMUSP00000032259	0	0	0	0	0.121	0.046	0	0.826	0.841	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd69	Il4	10090.ENSMUSP00000032259	10090.ENSMUSP00000000889	0	0	0	0	0.041	0	0	0.756	0.756	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd69	Tbx21	10090.ENSMUSP00000032259	10090.ENSMUSP00000001484	0	0	0	0	0.091	0	0	0.742	0.755	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd69	Itgae	10090.ENSMUSP00000032259	10090.ENSMUSP00000006101	0	0	0	0	0	0	0	0.842	0.842	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd69	Il10	10090.ENSMUSP00000032259	10090.ENSMUSP00000016673	0	0	0	0	0.150	0	0	0.743	0.772	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd69	Csf2	10090.ENSMUSP00000032259	10090.ENSMUSP00000019060	0	0	0	0	0.080	0	0	0.676	0.689	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd69	Havcr2	10090.ENSMUSP00000032259	10090.ENSMUSP00000020668	0	0	0	0	0.047	0.091	0	0.696	0.713	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd69	Nfkbia	10090.ENSMUSP00000032259	10090.ENSMUSP00000021413	0	0	0	0	0.132	0.046	0	0.374	0.436	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd69	Tnf	10090.ENSMUSP00000032259	10090.ENSMUSP00000025263	0	0	0	0	0.298	0.115	0	0.789	0.858	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd69	Ddit3	10090.ENSMUSP00000032259	10090.ENSMUSP00000026475	0	0	0	0	0	0	0	0.538	0.538	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd69	Il6	10090.ENSMUSP00000032259	10090.ENSMUSP00000026845	0	0	0	0	0.133	0	0	0.694	0.723	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd69	Il17a	10090.ENSMUSP00000032259	10090.ENSMUSP00000027061	0	0	0	0	0.046	0	0	0.744	0.745	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd69	Sell	10090.ENSMUSP00000032259	10090.ENSMUSP00000027871	0	0	0	0	0.233	0	0	0.883	0.907	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd69	Mrc1	10090.ENSMUSP00000032259	10090.ENSMUSP00000028045	0	0	0	0	0	0.073	0	0.489	0.506	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd69	Il2ra	10090.ENSMUSP00000032259	10090.ENSMUSP00000028111	0	0	0	0	0.131	0	0	0.825	0.841	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd69	Il1b	10090.ENSMUSP00000032259	10090.ENSMUSP00000028881	0	0	0	0	0.188	0	0	0.617	0.676	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd69	Il2	10090.ENSMUSP00000032259	10090.ENSMUSP00000029275	0	0	0	0	0.050	0	0	0.857	0.859	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd69	Vcam1	10090.ENSMUSP00000032259	10090.ENSMUSP00000029574	0	0	0	0	0.090	0	0	0.398	0.429	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
Cd69	Il17f	10090.ENSMUSP00000032259	10090.ENSMUSP00000046960	0	0	0	0	0.074	0	0	0.397	0.418	PMID:35813882	Full Spectrum Of Vitamin D Immunomodulation In Multiple Sclerosis Mechanisms And Therapeutic Implications
